Quellzeile,Autor/Herausgeber,Erscheinungsjahr,Titel (Auflage),Ort,Vermerk im Buch,Standort (Raum),Regal,Fach,Anzahl des Exemplares in Thulb,Seitenanzahl,Teil von (Buchreihe etc)
339,"Reichardt, Edinhard",,Mappe mit zwei Artikeln,,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,3. von oben,,,
370,Sellmann,,Mappe mit losen Seiten,,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,3. von oben,,,
371,Schlothainer,,Mappe mit losen Seiten,,,E 006 Handbibliothek Dialektologie,links das zweite Regal,3. von oben,,,
372,"Schmitt, Ludwig Erich",1964,Deutsche Wortforschung in europäischen Bezügen Band 4,Gießen,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,3. von oben,,691,
373,"Schmitt, Ludwig Erich",1968,Deutsche Wortforschung in europäischen Bezügen Band 5,Gießen,,E 006 Handbibliothek Dialektologie,links das zweite Regal,3. von oben,,501,
374,"Schmitt, Ludwig Erich",1972,"Deutsche Wortforschung in europäischen Bezügen Band 6,1",Gießen,"Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung / Thür. Wörterbuch",E 006 Handbibliothek Dialektologie,links das zweite Regal,3. von oben,,568,
375,"Schmidt, Franz",1959,Logik der Syntax,Berlin,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,128,
376,"Schmidt, Veronika",1968,Die Streckformen des deutschen Verbums,Halle (Saale),FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,144,
377,"Schmidt, Bernhard",1894,Der Vocalismus der Siegerländer Mundart. Ein Beitrag zur frankischen Dialektforshcung,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,139,
378,"Schmidt, Johannes",1872,Die Verwandtschaftsverhältnisse der indogermanischen Sprachen,Weimar,Landesstelle für Thüringische Mundartforschung Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,68,
379,"Schmitt, Ludwig Erich",1936,Die deutsche Urkundensprache in der Kanzlei Kaiser Karls IV. (1346-1378),Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,226,Mitteldeutsche Studien. Arbeiten aus dem Germanischen Seminar der Universität Leipzig unter Leitung von Theodor Frings Heft 11
380,"Schönfeld, Helmut und Donath, Joachim",1978,Sprache im sozialistischen Industriebetrieb,Berlin,J85 FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,208,Reihe Sprache und Gesellschaft Band 15
381,"Schönfeld, Helmut   ",1974,Gesprochenes Deutsch in der Altmark,Berlin,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,262,Reihe Sprache und Gesellschaft Band 4
382,"Schrambke, Renate",x,Die sprachliche Stufenlandschaft am mittelbadischen Oberrhein. Kartenband,x,J85 FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,105,
383,"Schrambke, Renate",1981,Die sprachliche Stufenlandschaft am mittelbadischen Oberrhein,Freiburg im Breisgau,J85 FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,228,
384,"Schübel, Georg",1955,Die Ostfränkisch-Bambergische Mundart von Stadtsteinach im ehemaligen Fürstbistum Bamberg- Lautlehre und Beugungslehre,Gießen,J85 FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,439,Beiträge zur deutschen Philologie Band 3
385,"Schübel, Georg",1955,Die Ostfränkisch-Bambergische Mundart von Stadtsteinach im ehemaligen Fürstbistum Bamberg- Lautlehre und Beugungslehre,Gießen,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,439,Beiträge zur deutschen Philologie Band 3
386,"Schulenburg, Sigried",1937,Leibnizens Gedanken und Vorschläge zur Erforschung der deutschen Mundarten,Berlin,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,37,
387,"Schulenburg, Sigried",1937,Leibnizens Gedanken und Vorschläge zur Erforschung der deutschen Mundarten,Berlin,Landesstelle für Thüringische Mundartforschung Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,37,
388,"Schulte, Karl",1939,Mundart und Hochsprache in Norddeutschland,Neumünster,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,122,
389,"Schulz, Hans",1947,Abriss der Deutschen Grammatik,Berlin,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,134,Trübners Philologische Bibliothek Band 1
390,"Schwalm, Paul",1979,Wörterbuch des Dialektes der Deutschen in Vaskút/Südungarn,Neuenstein,J85 FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,405,
391,"Schwalm, Paul",1980,Grammatik des Dialektes der Deutschen in Vaskút/Südungarn,Neuenstein,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,170,
392,"Schwarz, Ernst",1951,"Goten, Nordgermanen, Angelsachsen. Studien zur Ausgliederung der germanischen Sprachen","Bern, München",Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,277,
393,"Schwarz, Ernst",1954/56,Sudetendeutscher Wortatlas Band I-II,München,Universitätsbibliothek Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,42 + Karten & 43 + Karten ,
394,"Schwarz, Ernst",1956,Sudetendeutscher Wortatlas Band III,München,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,43 + Karten,
395,"Schwarz, Ernst",1958,Sudetendeutscher Wortatlas Band III,München,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,46 + Karten ,
396,"Schwarz, Ernst",1960,Sprache und Siedlung in Nordostbayern,Nürnberg,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,465,Erlanger Beiträge zur Sprach- und Kunstwissenschaft Band IV
397,"Schwarz, Ernst",1935,Sudetendeutsche Sprachräume,München,"Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung / Thür. Wörterbuch",E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,321,Schriften der deutschen Akademie in München Heft 21
398,"Zapf, Ludwig",,Aus dem Mundschatze der bayreuthisch-fränkischen Mundart im oberen Saalegebiet,Münchberg,Landesstelle für deutsche Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,261-268 (7),Bayreuthisch fränkische Mundart (Buch) 
399,"Schwarz, Ernst",1926,"Die germanischen Reibelaue s, f, ch im Deutschen",Reichenberg,Landesstelle für Thüringische Mundarrforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,78,Schriften der deutschen wissenschaftlichen Gesellschaft in Reichenberg Heft 1
400,"Schwarz, Ernst",1939,Untersuchungen zur deutschen Sprach- und Volkstumsgeschichte Mittelmährens,"Brünn, Leipzig ",Landesstelle für Thüringische Mundarrforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,74,Arbeiten zur sprachlichen Volksforschung in den Sudentenländern 5. Heft 
401,"Schwarz, Ernst",1956,Germanische Stammeskunde,Heidelberg,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,248,Germanische Bibliothek hrsg. Richard Kienast & Richard v. Kienle 5. Reihe 
402,"Seiler, G.A.",1879,Die Basler Mundart im ausgehenden Mittelalter,Basel,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,364,
403,"Seiler, Friedrich",1925,Die Entwicklung der deutschen Kultur im Spiegel des deutschen Lehnworts,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,423,Das Lehnwort der neueren Zeit 4. Teil
404,"Serébrennikow, B.A.; hrsg. Hans Zikmund, Günter Feudel",1975,"Allgemeine Sprachwissenschaft Band I: Existenzformen, Funktionen und Geschichte der Sprache",Berlin,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,533,
405,"Serébrennikow, B.A.; hrsg. Hans Zikmund, Günter Feudel",1975,Allgemeine Sprachwissenschaft Band II: Die innere Struktur der Sprache,Berlin,Sächsische Akademie der Wissenschaften zu Leipzig,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,521,
406,"Serébrennikow, B.A.; hrsg. Hans Zikmund, Günter Feudel",1975,Allgemeine Sprachwissenschaft Band III: Methoden sprachwissenschaftlicher Forschung,Berlin,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,296,
407,"Sperlbaum, Margret ",1975,Proben deutscher Umgangssprache,Tübingen,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,171,Lautbibliothek der europäischen Sprachen und Mundarten Deutsche Reihe Band 17
408,"Simpa, P.",1913,Phonology & Grammar of Modern West Frisian with Phonetic Texts and Glossary,"Oxford, London, Edinburgh, New York, Toronto, Melbourne, Bombay","Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung / Thür. Wörterbuch",E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,175,Publicantions of the Philological Society 
409,"Sievers, E. & Brunner, K.",1951,Altenglische Grammatik nach der angelsächsischen Grammatik,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,468,"Sammlung kurzer Grammatiken germanischer Dialekte, hrsg. Von Karl Helm"
410,"Sexauer, Ottmar",1927,Die Mundart von Pforzheim,Leipzig,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,4. von oben,,181,"Form und Geist. Arbeiten der germanischen Philologie, hrsg. Von Lutz Mackensen "
411,"Steinhauer, Walter",1922,Beiträge zur Kunde der bairisch-österreichischen Mundarten,"Wien, Leipzig",FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,92,Akademie der Wissenschaften in Wien. Philologisch-historische Klasse. 195. Band 
412,"Steller, Walter",1928,Abriss der altfriesischen Grammatik,Halle (Saale),Landesstelle für thürningische Mundartforschung Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,184,"Sammlung kurzer Grammatiken germanischer Dialekte, hrsg. Von Karl Helm. Nr. 5"
413,"Stepanowa, M.D.",1973,Methoden der synchronen Wortschatzanalyse,Halle (Saale),FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,206,Linguistische Studien 
414,"Stroh, Fritz",1934,Hessische Forschung. Von Sinn und Leistung des südhessischen Wörterbuchs,Gießen,Landesstelle für thürningische Mundartforschung Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,35,Mitteilungen des oberhessischen Geschichtsverein. Band 32
415,"Strötzel, Georg",1963,"Die Bezeichnungen zeitlicher Nähe in der deutschen Wortgeographie von ""dies Jahre"" und ""voriges Jahr""",Maburg,"Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung / Thür. Wörterbuch",E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,136,"Marburger Beiträge zur Germanistik, hrsg. Von Josef Kunz & Ludwig Schmitt"
416,"Streitberg, Gerhart",1937,Die wortgeographische Gliederung Ostsachsens und des angrenzenden Nordböhmens ,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,132,Mitteldeutsche Studien. Arbeiten aus dem Seminar der Universität Leipzig. In: Zeitschriften für Mundartforschung Teuthonista Beiheft 14
417,"Stroh, Friedrich",1952,Handbuch der Germanischen Philologie,Berlin,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,820 + Tafel ,
418,"Stumme, Hans",1903,Über die deutsche Gaunersprache und anderer Geheimsprachen,Leipzig,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,26,
419,"Suchsland, Peter",1968,Die Sprache der Jenaer Ratsurkunden. Entwicklungen von Lauten und Formen von 1317 bis 1525,Berlin,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,274,Deutsche Akademie der Wissenschaften zu Berlin Veröffentlichungen des Instituts für deutsche Sprache und Literatur 36
420,"Szadrowsky, Manfred",1933,Abstrakta des Schweizerdeutschen,Frauenfeld,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,131,Beiträge zur Schweizerdeutschen Grammatik Hrsg. Bachmann XVIII.
421,"Szulc, Aleksander",1969,Abriss der diachronen deutschen Grammatik Teil I: Das Lautsystem ,Halle (Saale),FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,81,
422,"Tappolet, Ernst",1916,Die Alemannischen Lehnwörter in den Mundarten der Französischen Schweiz,Straßburg,"Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung / Thür. Wörterbuch",E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,214,
423,"Tappolet, Ernst",1905,Über die Bedeutung der Sprachgeographie mit besonderer Berücksichtigung französischer Mundarten,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,32,"""Aus Romanischen Sprachen und Literaturen"" "
424,"Techtmeier, Bärbel",1984,"Das Gespräch. Funktionen, Normen und Strukturen",Berlin,"Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung",E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,201,Sprache und Gesellschaft Band 19
425,"Teske, Hans",1927,Das Eindringen der hochdeutschen Schriftsprache in Lüneburg,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,176,
426,"Teuchert, Hermann",1938,Niederdeutsche Mundarten. Texte aus alter und neuer Zeit,Leipzig,Landesstelle für Thüringische Mundartforschung Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,125,
427,"Teuchert, Hermann",1944,Die Sprachreste der niederländischen Siedlungen des 12. Jahrhunderts,Neumünster,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,515,
428,"Thinnes, Norbert",1981,Untersuchungen zur Variation nasaler Vokale. Ein Soziolinguistischer Beitrag zum Rheinfränkischen,Wiesbaden,"Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung / Thür. Wörterbuch",E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,552,Mainzer Studien zur Sprach- und Volksforschung 5
429,"Trebs, Emil",1899,Beiträge zur osterländischen Mundart ,Fürstenwalde,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,24,
430,"Thomsen, Vilhelm",1927,Geschichte der Sprachwissenschaft bis zum Ausgang des 19. Jahrhunderts. Kurzgefasste Darstellung der Hauptpunkte ,Halle (Saale),Landesstelle für Thüringische Mundartforschung Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,99,
431,"Trubetzkoy, N.S.",1961,Grundzüge der Phonologie,Göttingen,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,294,
432,"Tschinkel, Hans",1989,Grammatik der Gottscheer Mundart,Halle (Saale),Deutsches Seminar Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,320,
433,"Trubetzkoy, N.S.",1958,Anleitung zu Phonologischen Beschreibungen,Göttingen,Sächsische Akademie der Wissenschaften zu Leipzig,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,35,"Lautbibliothek der deutschen Mundarten, hrsg. Von Deutschen Spracharchiv "
434,"Tschirch, Fritz",1955,Frühmittelalterliches Deutsch,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,189,
435,"Unterfortsthuber, Andreas",1982,Ästhetisch und moralisch wertende Adjektive in der Standardsprache und im Dialekt von Würzburg und Umgebung,Würzburg,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,204,
436,"Valiska, Juraj",1980,"nemecké náretie
dobsines",,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,305,
437,"Valiska, Juraj",1967,Die Zipserdeutsche Mundart con Chmel'nica (Hopgarten),Bratislava ,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,141 + Karte,Acta Facultatis Philosophicae Universitatis Safarikanae Presovensis Philologica 2
438,"Valiska, Juraj",1982,Nemecké nàrečia horného Spisa. Prispevok k vyskumu reliktných náreõi v pokrocilom stádiu ich vyvoja,Lubovni,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,302,
439,"hrsg. Von E. Agricola, J. Schildt, D. Viehweger",1982,Wortschatzforschung heute. Aktuelle Probleme der Lexikologogie und Lexikographie,Leipzig,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,251,Linguistische Studien 
440,"Volk, Muse",1951,Mappe mit verschiedenen Artikeln ,,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,,
441,"Better, Walter",1937,Die persönlichen Fürwörter im thüringischen Sprachraum,Weimar,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,48,
442,"Waag, Albert",1921,Bedeutungsentwicklung unseres Wortschatzes. Ein Blick in das Seelenleben der Wörter,Heidelberg,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,208,
443,"Wagner, Kurt",1954,Die Gliederung der deutschen Mundarten. Begriffe und Grundsätze (2 Exemplare),Mainz,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,627-648 + Karten,Akademie der Wissenschaften und der Literatur. Abhandlungen der Geister- und Sozialwissenschaftlischen Klasse Jg. 1954 Nr. 12
444,"Wängler, Hans-Heinrich",1959,Atlas deutscher Sprachlaute,Berlin,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,39 + Bildteil,
445,"Von Wartenburg, Walther",1943,Einführung in Problematik und Methodik der Sprachwissenschaft,Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,209,
446,"Von Wartburg, Walther",1950,Umfang und Bedeutung der germanischen Siedlung in Nordgallien im 5. und 6. Jahrhundert im Spiegel der Sprache und der Ortsnamen,Berlin,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,34,Deutsche Akademie der Wissenschaft zu Berlin Heft 36
447,"Weber, Artur",1931,Die Sprache des Ostbaus am Überlinger See,Dornbirn,Landesstelle für thürningische Mundartforschung Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,77,
448,"Weifert, Ladislaus",1934,Die deutsche Mundart von Bella Crkva (Weisskirchen),Halle (Saale),Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,132,"Bibliothek des Germanistischen Instituts der Belgrader Universität, hrsg. Von Milos Trivunac"
449,"Weinhold, Karl",1918,Die Zeitpartikel des schlesischen Dialects,,"Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung",E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,27,
450,"Weinhold, Karl",1863,Alemannische Grammatik,Berlin,Deutsches Seminar Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,477,Grammatiken der deutscher Mundarten. Zweiter Theil: Das Bairische Gebiet
451,"Weinhold, Karl",1867,Bairische Grammatik,Berlin,Deutsches Seminar Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,394,Grammatiken der deutscher Mundarten. Erster Theil: Das Alemannische Gebiet 
452,"Weise, Oskar ",1910,Unsere Mundarten. Ihr Werden und ihr Wesen (Exemplare),"Leipzig, Berlin",FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,279,
453,"Weise, Oskar ",1890,Mitteilungen des Geschichts- und Altertumsforschenden Vereins zu Eisenberg,Eisenberg,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,42,Fünftes Heft 
454,"Weise, Oskar ",1923,Blicke in das Leben und das Wesen unserer deutschen Sprache,Jena,FSU Jena Sektion Sprachwissenschaft,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,174,
455,"Weisgerber, Leo",1953,Deutsch als Volksname. Ursprung und Bedeutung,Stuttgart,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,5. von oben,,292,
456,"Welke, Klaus",1965,Untersuchungen zum System der Modalverben in der deutschen Sprache der Gegenwart,Berlin,Institut für Sprachpflege und Wortforschung der FSU Jena,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,131,"Schriften zur Phonetik, Sprachwissenschaft und Kommunikationsforschung Nr. 10"
457,"Wenker, G.",1881,Sprach-Atlas von Nord- und Mitteldeutschland (2 Exemplare),Straßburg,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,23,
458,"Wenzel, Walter",1930,Wortatlas des Kreises Wetzlar und der umliegenden Gebiete (Karte),Marburg,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,104 Karten,Deutsche Dialektgeographie. Berichte und Studien über G. Wenkers Sprachatlas des Deutschen Reichs Heft 28
459,"Wenzel, Walter",1930,Wortatlas des Kreises Wetzlar und der umliegenden Gebiete (Text),Marburg,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,144,Deutsche Dialektgeographie. Berichte und Studien über G. Wenkers Sprachatlas des Deutschen Reichs Heft 28
460,"Wenzel, Fritz; Mitzka, Walter; Ehrhardt, Rolf",1919,Studien zur Dialektgeographie der südlichen Oberlausitz und Nordböhmens; Ostpreussisches Niederdeutsch nördlich vom Ermland; Die schwäbische Colonie in Westpreussen,Marburg,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,"1-106, 109-294, 1-94 + Karten",Deutsche Dialektgeographie. Berichte und Studien über G. Wenkers Sprachatlas des Deutschen Reichs Heft 6
461,"Wessely, Gerda",1981,Nebensätze im spontanen Gespräch. Dargestellt an der Mundart von Ottenthal im nördlichen Niederösterreich,Wien,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,159,"Schriften zur Deutschen Sprache in Österreich Band 5, hrsg. Von Wilhelm Braumüller "
462,"Wiesinger, Peter",1980,Baiern und Slawen in Oberösterreich. Problem der Landnahme und Besiedlung,Linz,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,236 + Karten,Schriftenreihe des Oberösterreicher Musealvereins - Gesellschaft für Landeskunde Band 10
463,"Wiesinger, Peter",1970,Phonetisch-phonologische Untersuchungen zur Vokalentwicklung in den deutschen Dialekten Band 1: Die Langvokale im Hochdeutschen,Berlin,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,423,"Studia Linguistica Germanica, hrsg. Von Ludwig Schmitt und Stefan Sonderegger 2/1"
464,"Wiesinger, Peter",1970,Phonetisch-phonologische Untersuchungen zur Vokalentwicklung in den deutschen Dialekten Band 2: Die Diphthonge im Hochdeutschen,Berlin,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,361,"Studia Linguistica Germanica, hrsg. Von Ludwig Schmitt und Stefan Sonderegger 2/2"
465,"Wiesinger, Peter; Raffin, Elisabeth ",1982,"Bibliographie zur Grammatik der deutschen Dialekte. Laut-, Formen-, Wortbildungs- und Satzlehre 1800-1980 (Kartenteil)",,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,5 Karten ,
466,"Wiesinger, Peter (Hrsg.)",1988,Das österreichische Deutsch,"Wien, Köln, Graz","Friedrich-Schiller-Universität Jena, Sektion Sprachwissenschaft, WB Germansitik, Abt. Mundartforschung",E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,281,Schriften zur deutschen Sprache in Österreich Band 12
467,"Wiesinger, Peter (Hrsg.)",1980,Sprache und Name in Österreich,Wien,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,links das zweite Regal,6. von oben,,369,Schriften zur deutschen Sprache in Österreich Band 6
